bez,lor_ab_2021,umonat,ustunde,uwochentag,ukategorie,uart,utyp1,ulichtverh,istrad,istpkw,istfuss,istkrad,istgkfz,istsonstige,ustrzustand,xgcswgs84,ygcswgs84,all_acc,perc_bike_acc,rushhours
1,1100308.0,11,22,6,2,6,2,2,0,0,1,1,0,0,0,13.38284242,52.53052241,2,0.0,20 to 24
12,12200310.0,11,17,1,3,5,3,2,0,1,0,0,0,0,0,13.31137099,52.5697886,1,0.0,16 to 20
12,12400618.0,11,7,3,3,5,2,0,1,0,0,1,0,0,0,13.25550266,52.60978187,2,0.5,04 to 08
8,8401241.0,11,16,2,3,2,6,1,0,1,0,0,0,0,0,13.46983099,52.43479975,1,0.0,16 to 20
10,10100312.0,11,8,7,3,5,3,0,0,1,0,0,0,0,1,13.53863194,52.52463574,1,0.0,08 to 12
9,9200715.0,11,15,5,3,5,2,0,1,0,0,0,0,1,0,13.52665017,52.42636803,2,0.5,12 to 16
1,1300835.0,11,16,2,3,3,2,1,1,1,0,0,0,0,1,13.37991795,52.5405295,2,0.5,16 to 20
10,10300731.0,11,13,6,3,2,6,0,0,1,0,0,0,0,0,13.56624861,52.53443014,1,0.0,12 to 16
11,11100309.0,11,12,3,3,6,4,0,0,0,1,0,0,1,0,13.50425431,52.56304833,2,0.0,12 to 16
6,6100207.0,11,17,1,3,6,2,2,0,1,1,0,0,0,0,13.32074649,52.45185652,2,0.0,16 to 20
5,5100105.0,11,10,7,3,2,6,0,0,1,0,1,0,0,0,13.20695937,52.55569708,2,0.0,08 to 12
11,11100204.0,11,16,1,3,5,3,1,0,1,0,0,0,0,0,13.52812648,52.55698414,1,0.0,16 to 20
1,1200623.0,11,18,4,3,5,3,2,1,1,0,0,0,0,0,13.34946194,52.53176394,2,0.5,16 to 20
11,11400927.0,11,10,2,3,0,1,0,0,0,0,1,0,0,1,13.47766568,52.5046934,1,0.0,08 to 12
8,8100521.0,11,8,6,3,0,7,0,1,0,0,0,0,0,1,13.46754471,52.46848961,1,1.0,08 to 12
4,4200308.0,10,23,7,1,6,4,2,0,1,1,1,0,0,0,13.27227181,52.5195821,3,0.0,20 to 24
7,7601340.0,11,12,3,3,2,6,0,0,1,0,1,0,0,0,13.36062131,52.41272289,2,0.0,12 to 16
12,12200310.0,10,18,7,3,2,6,2,0,1,0,0,0,1,1,13.3146422,52.57663473,2,0.0,16 to 20
3,3601142.0,11,8,5,3,0,6,0,1,1,0,0,0,0,0,13.41176795,52.54755662,2,0.5,08 to 12
4,4300623.0,11,8,3,3,2,6,0,0,1,0,0,0,0,0,13.30894247,52.50649903,1,0.0,08 to 12
2,2200208.0,11,13,6,3,5,2,0,1,1,0,0,0,0,0,13.38942513,52.49595538,2,0.5,12 to 16
12,12100206.0,10,17,7,3,4,5,2,0,1,0,1,0,0,1,13.3375582,52.57130198,2,0.0,16 to 20
2,2500726.0,11,9,3,3,0,1,0,1,0,0,0,0,0,0,13.45337084,52.5234166,1,1.0,08 to 12
2,2500835.0,11,12,7,3,5,2,0,1,1,0,0,0,0,0,13.46474518,52.49736628,2,0.5,12 to 16
2,2400623.0,11,13,5,3,5,3,0,0,1,0,0,0,1,0,13.43037543,52.51042906,2,0.0,12 to 16
8,8100416.0,11,14,2,3,5,3,0,1,1,0,0,0,0,0,13.44173493,52.47860885,2,0.5,12 to 16
2,2200210.0,11,22,5,2,5,2,2,1,0,0,1,0,0,0,13.39578101,52.49788188,2,0.5,20 to 24
12,12500930.0,11,9,3,3,5,7,0,0,1,0,1,0,0,1,13.34124117,52.58260961,2,0.0,08 to 12
1,1200520.0,11,9,7,3,6,4,0,1,0,1,0,0,0,0,13.34337108,52.53191041,2,0.5,08 to 12
8,8100105.0,10,17,7,3,5,3,2,0,1,0,0,0,0,0,13.43184809,52.46642006,1,0.0,16 to 20
8,8100104.0,11,14,4,3,1,5,0,0,1,0,0,0,0,0,13.42965759,52.47047684,1,0.0,12 to 16
10,10200420.0,11,12,6,3,0,7,0,0,1,0,0,0,0,0,13.60112807,52.53684324,1,0.0,12 to 16
12,12200309.0,10,16,7,3,0,2,1,1,0,0,0,0,1,1,13.32627901,52.56445527,2,0.5,16 to 20
5,5200420.0,11,13,3,3,2,7,0,0,1,1,0,0,0,0,13.17987169,52.52955611,2,0.0,12 to 16
1,1100309.0,11,11,6,3,6,7,0,0,0,1,0,1,0,0,13.40341036,52.52520156,2,0.0,08 to 12
1,1300835.0,11,14,4,3,5,3,0,0,1,0,1,0,0,1,13.39022546,52.53540593,2,0.0,12 to 16
2,2200211.0,11,8,6,3,5,2,0,1,0,0,0,0,0,0,13.40771813,52.48850583,1,1.0,08 to 12
7,7300619.0,11,18,4,3,2,6,2,0,1,0,0,0,0,0,13.35597556,52.45736126,1,0.0,16 to 20
3,3400828.0,11,19,1,3,5,3,2,0,1,0,0,0,0,0,13.42247807,52.55979951,1,0.0,16 to 20
1,1100309.0,11,16,5,3,0,3,1,1,0,0,0,0,0,0,13.39732857,52.52868406,1,1.0,16 to 20
9,9200717.0,11,20,3,3,1,5,2,1,0,0,0,0,1,0,13.55524767,52.43834758,2,0.5,20 to 24
7,7400927.0,11,7,6,3,5,3,1,1,1,0,0,0,0,1,13.38774522,52.46037131,2,0.5,04 to 08
10,10400941.0,10,16,7,3,5,3,2,0,1,0,0,0,0,1,13.61141659,52.4779122,1,0.0,16 to 20
9,9501737.0,11,9,4,3,5,2,0,1,1,0,0,0,0,0,13.62507109,52.45381648,2,0.5,08 to 12
1,1100415.0,11,12,1,3,3,6,0,1,1,0,0,0,0,0,13.38331246,52.53064927,2,0.5,12 to 16
4,4400834.0,11,5,5,3,6,2,2,0,1,1,0,0,0,1,13.30963423,52.47626805,2,0.0,04 to 08
11,11200512.0,10,16,7,3,1,5,1,1,1,0,0,0,0,1,13.4780516,52.54754161,2,0.5,16 to 20
1,1100308.0,11,16,3,3,0,5,1,0,1,0,1,0,0,0,13.38518797,52.52885446,2,0.0,16 to 20
9,9200715.0,11,7,6,2,5,2,0,0,1,0,0,1,0,0,13.53515491,52.4323095,2,0.0,04 to 08
9,9501838.0,11,13,4,3,5,3,0,1,1,0,0,0,0,0,13.70660912,52.43408339,2,0.5,12 to 16
2,2200210.0,11,0,1,3,5,3,2,1,1,0,0,0,0,0,13.39539702,52.49775686,2,0.5,00 to 04
5,5100316.0,11,13,5,3,6,4,0,0,0,1,0,0,1,0,13.20048127,52.53868659,2,0.0,12 to 16
12,12200307.0,11,15,3,3,5,7,0,0,1,0,0,0,1,0,13.33270642,52.57760047,2,0.0,12 to 16
10,10100311.0,11,16,6,3,5,3,1,0,1,0,0,0,0,0,13.53075603,52.51969579,1,0.0,16 to 20
2,2200209.0,10,16,7,3,0,2,1,1,0,0,0,0,1,1,13.38609801,52.48736477,2,0.5,16 to 20
9,9100304.0,11,10,3,3,0,3,0,1,1,0,0,0,0,1,13.48894716,52.46436998,2,0.5,08 to 12
7,7601340.0,11,15,2,3,5,7,0,0,1,0,1,0,0,0,13.35754757,52.41311376,2,0.0,12 to 16
7,7300516.0,11,16,5,3,5,3,2,1,1,0,0,0,0,0,13.32448499,52.46586298,2,0.5,16 to 20
9,9502043.0,11,13,3,3,4,7,0,0,1,0,1,0,0,0,13.56019889,52.47034715,2,0.0,12 to 16
9,9502043.0,11,19,6,3,0,3,2,0,1,0,1,0,0,0,13.57288204,52.47039069,2,0.0,16 to 20
8,8100206.0,10,14,7,3,1,5,0,1,1,0,0,0,0,1,13.42648307,52.48100635,2,0.5,12 to 16
10,10300731.0,11,7,4,3,5,3,0,0,1,0,0,0,0,0,13.56182235,52.53044625,1,0.0,04 to 08
2,2400623.0,11,15,2,3,3,6,0,1,1,0,0,0,0,0,13.42973424,52.50975555,2,0.5,12 to 16
5,5300735.0,11,13,7,3,0,7,0,0,1,0,0,0,0,0,13.22553864,52.55455873,1,0.0,12 to 16
2,2300316.0,11,20,5,3,6,7,2,1,0,1,0,0,0,0,13.44158236,52.50058852,2,0.5,20 to 24
10,10100206.0,11,9,2,3,0,1,0,0,0,0,1,0,0,1,13.57502747,52.56019044,1,0.0,08 to 12
1,1401043.0,11,18,6,3,5,3,2,1,1,0,0,0,0,0,13.36298478,52.54880852,2,0.5,16 to 20
1,1400942.0,11,6,4,3,2,6,2,0,1,0,0,0,0,0,13.34755682,52.54350628,1,0.0,04 to 08
11,11401137.0,11,21,2,2,5,5,2,0,1,0,1,0,0,1,13.51908909,52.49456237,2,0.0,20 to 24
5,5300736.0,11,13,1,3,5,2,0,0,1,0,0,0,0,0,13.21920676,52.53716982,1,0.0,12 to 16
4,4200310.0,11,13,7,3,6,7,0,0,1,1,0,0,0,0,13.27003538,52.51092733,2,0.0,12 to 16
1,1400938.0,11,10,5,3,0,5,0,1,1,0,0,0,0,1,13.33332289,52.54652702,2,0.5,08 to 12
11,11100307.0,11,16,3,3,3,5,1,0,1,0,0,0,0,0,13.50753855,52.56575688,1,0.0,16 to 20
10,10400938.0,11,15,6,3,5,3,0,0,1,0,0,0,0,0,13.64454862,52.52624293,1,0.0,12 to 16
12,12100103.0,10,15,7,3,0,2,0,1,1,0,0,0,0,1,13.36098418,52.57041324,2,0.5,12 to 16
4,4501040.0,11,8,3,2,5,2,0,1,1,0,0,0,0,0,13.31326594,52.50218133,2,0.5,08 to 12
6,6300528.0,11,15,2,3,0,6,0,1,0,0,0,1,0,0,13.25185621,52.42099483,2,0.5,12 to 16
4,4400835.0,11,11,7,3,0,2,0,0,1,0,1,0,0,1,13.31995632,52.46705554,2,0.0,08 to 12
3,11300617.0,11,14,5,2,6,6,0,0,1,1,0,0,0,0,13.46131697,52.52955461,2,0.0,12 to 16
6,6300632.0,11,18,2,3,2,6,2,0,1,0,0,0,0,0,13.30683911,52.42892662,1,0.0,16 to 20
6,6200317.0,11,15,2,3,5,3,0,0,1,0,0,0,0,0,13.3465424,52.41828446,1,0.0,12 to 16
5,5200631.0,11,13,6,3,0,6,0,0,1,0,0,0,1,0,13.19595936,52.5272513,2,0.0,12 to 16
9,9501939.0,11,10,3,3,5,3,0,1,1,0,0,0,0,0,13.57525307,52.45384059,2,0.5,08 to 12
8,8100314.0,11,0,7,3,0,7,2,0,0,0,0,0,1,0,13.42415872,52.48647954,1,0.0,00 to 04
12,12500930.0,11,16,5,3,5,2,1,0,1,0,1,0,0,0,13.31542523,52.57784057,2,0.0,16 to 20
1,1300733.0,11,14,2,3,6,7,0,1,0,1,0,0,0,0,13.38977684,52.55528545,2,0.5,12 to 16
1,1300733.0,11,17,2,3,5,3,2,1,1,0,0,0,0,0,13.38383428,52.55501384,2,0.5,16 to 20
1,1100415.0,11,15,6,3,2,6,0,0,1,0,0,0,0,0,13.38865002,52.53259029,1,0.0,12 to 16
5,5100104.0,11,10,3,3,2,2,0,0,1,0,0,0,0,0,13.20836981,52.56163202,1,0.0,08 to 12
10,10100205.0,10,15,7,3,9,6,0,0,1,0,0,0,0,1,13.53596124,52.54360549,1,0.0,12 to 16
2,2200209.0,11,9,1,3,5,3,0,1,1,0,0,0,0,0,13.38642246,52.49007462,2,0.5,08 to 12
3,3500934.0,11,12,7,2,5,3,0,1,1,0,0,0,0,0,13.44115365,52.54945547,2,0.5,12 to 16
6,6300524.0,10,15,7,2,9,1,0,0,1,0,0,0,0,1,13.24203842,52.42508349,1,0.0,12 to 16
9,9200511.0,11,22,4,3,5,2,2,1,0,0,0,0,0,0,13.52155643,52.46380077,1,1.0,20 to 24
4,4400830.0,11,9,3,3,0,1,0,1,0,0,0,0,0,1,13.29038863,52.48207061,1,1.0,08 to 12
7,7400826.0,11,12,6,3,5,3,0,0,1,0,0,1,0,0,13.36676498,52.44970282,2,0.0,12 to 16
3,3501038.0,10,15,7,3,5,3,0,0,1,0,0,0,1,1,13.47025285,52.5536469,2,0.0,12 to 16
1,1200629.0,11,18,3,3,2,2,2,1,1,0,0,0,0,0,13.33631442,52.51474243,2,0.5,16 to 20
8,8200624.0,11,7,6,3,5,3,0,1,1,0,0,0,0,0,13.42510517,52.45799306,2,0.5,04 to 08
7,7300516.0,11,18,4,3,5,2,1,1,1,0,0,0,0,0,13.32845512,52.46481668,2,0.5,16 to 20
5,5400943.0,11,14,2,3,1,5,0,1,1,0,0,0,0,0,13.14251245,52.45305861,2,0.5,12 to 16
6,6300526.0,11,12,2,3,6,4,0,1,0,1,0,0,0,0,13.25831314,52.43558356,2,0.5,12 to 16
6,6100206.0,11,18,5,3,2,6,2,0,1,0,0,0,0,0,13.3393911,52.44847355,1,0.0,16 to 20
4,4200311.0,11,14,3,3,5,3,0,0,1,0,0,0,0,0,13.28133677,52.50819896,1,0.0,12 to 16
1,1100310.0,11,0,7,3,5,2,2,1,1,0,0,0,0,0,13.41168066,52.5239631,2,0.5,00 to 04
5,5100105.0,10,13,7,3,4,2,0,0,1,0,0,0,0,1,13.18861801,52.55641923,1,0.0,12 to 16
5,5300839.0,11,12,4,2,6,7,0,0,0,1,0,0,1,0,13.25914959,52.54342669,2,0.0,12 to 16
11,11100308.0,11,10,7,3,6,4,0,0,1,1,0,0,0,0,13.49193895,52.56517103,2,0.0,08 to 12
3,3601245.0,10,20,7,3,2,6,2,0,1,0,0,0,0,1,13.43492804,52.542812,1,0.0,20 to 24
3,3601245.0,11,16,4,3,5,3,1,1,1,0,0,0,0,0,13.43054909,52.55119956,2,0.5,16 to 20
7,7400927.0,11,8,2,3,6,7,0,1,0,1,0,0,0,1,13.41109209,52.45660188,2,0.5,08 to 12
3,3601245.0,11,8,6,3,5,2,0,1,0,0,0,1,0,0,13.42999734,52.55141849,2,0.5,08 to 12
2,2500727.0,10,17,7,3,2,6,2,0,1,0,0,0,0,1,13.4546199,52.51582806,1,0.0,16 to 20
7,7200409.0,11,12,3,3,1,5,0,1,1,0,0,0,0,0,13.35399334,52.48724423,2,0.5,12 to 16
8,8401242.0,11,13,6,3,6,7,0,0,1,1,0,0,0,0,13.47498052,52.4082551,2,0.0,12 to 16
1,1100101.0,11,15,4,3,5,2,0,1,1,0,0,0,0,0,13.35114189,52.50963442,2,0.5,12 to 16
6,6300629.0,11,14,2,3,2,6,0,0,1,0,0,0,0,0,13.29420108,52.44524751,1,0.0,12 to 16
12,12400723.0,11,18,1,3,0,7,2,1,0,0,0,0,0,0,13.31222979,52.6186573,1,1.0,16 to 20
7,8200831.0,11,7,5,3,2,3,0,0,1,0,0,0,0,0,13.40144883,52.41466887,1,0.0,04 to 08
1,1200520.0,11,22,3,3,5,3,2,1,1,0,0,0,0,0,13.34340976,52.52623033,2,0.5,20 to 24
6,6100103.0,11,20,6,3,1,5,2,0,1,0,1,0,0,0,13.32260473,52.46481829,2,0.0,20 to 24
8,8300934.0,10,18,7,3,2,6,2,0,1,0,0,0,0,1,13.45518408,52.43025686,1,0.0,16 to 20
4,4501148.0,11,8,4,3,6,4,0,1,0,1,0,0,0,0,13.31173693,52.48102142,2,0.5,08 to 12
11,11300617.0,11,15,2,3,6,4,0,1,0,1,0,0,0,1,13.47885173,52.52646761,2,0.5,12 to 16
6,6400843.0,11,10,1,3,5,2,0,0,1,0,0,0,0,0,13.28404743,52.44567215,1,0.0,08 to 12
8,8200727.0,11,13,5,2,5,3,0,0,1,0,1,0,0,0,13.45193906,52.43829759,2,0.0,12 to 16
11,11200410.0,10,5,7,3,0,1,2,0,1,0,0,0,0,1,13.51596959,52.55184394,1,0.0,04 to 08
2,2500833.0,11,17,3,3,1,5,2,1,1,0,0,0,0,0,13.46078548,52.50880053,2,0.5,16 to 20
2,2300314.0,11,0,6,3,6,4,2,0,1,1,0,0,0,0,13.41937831,52.49916065,2,0.0,00 to 04
4,4300623.0,11,9,4,3,1,5,0,1,1,0,0,0,0,0,13.3052467,52.50994385,2,0.5,08 to 12
6,6100209.0,11,14,1,3,2,2,0,1,1,0,0,0,0,0,13.33507067,52.4642815,2,0.5,12 to 16
3,3501038.0,11,12,5,3,5,3,0,1,1,0,0,0,0,0,13.47572763,52.55031908,2,0.5,12 to 16
11,11100203.0,10,0,7,3,0,1,2,0,1,0,0,0,0,1,13.52680037,52.56928866,1,0.0,00 to 04
3,3601142.0,11,14,3,3,2,7,0,0,1,0,0,0,0,0,13.40129371,52.54660112,1,0.0,12 to 16
5,5100211.0,11,8,6,3,0,1,0,1,0,0,0,0,0,0,13.17628342,52.53972294,1,1.0,08 to 12
2,2200209.0,11,14,4,3,1,5,0,1,1,0,0,0,0,0,13.38053804,52.48971016,2,0.5,12 to 16
7,7400721.0,11,15,5,3,2,7,0,0,1,0,0,0,0,0,13.37965651,52.48113136,1,0.0,12 to 16
9,9401432.0,11,15,3,3,0,7,0,1,0,1,0,0,0,1,13.59353063,52.44346378,2,0.5,12 to 16
6,6400838.0,11,18,6,3,0,6,2,1,0,0,0,0,1,0,13.21837905,52.44085434,2,0.5,16 to 20
4,4100102.0,10,0,7,3,5,2,2,0,1,0,1,0,0,1,13.29844533,52.53507869,2,0.0,00 to 04
8,8200624.0,11,19,3,2,9,1,2,0,1,0,1,0,0,0,13.42668544,52.4568005,2,0.0,16 to 20
2,2300417.0,11,10,2,3,5,3,0,1,1,0,0,0,0,1,13.42470077,52.49737502,2,0.5,08 to 12
2,2300315.0,11,21,7,3,3,6,2,1,0,0,0,0,1,0,13.43719876,52.50024285,2,0.5,20 to 24
2,2200209.0,11,19,5,3,5,2,2,0,1,0,1,0,0,0,13.38404221,52.48498897,2,0.0,16 to 20
5,5100208.0,11,14,2,3,5,3,0,0,1,0,0,0,0,0,13.16539236,52.55118842,1,0.0,12 to 16
11,11300724.0,11,17,2,3,2,2,2,0,1,0,0,0,0,0,13.48960553,52.5120984,1,0.0,16 to 20
3,3200205.0,11,16,6,3,5,2,2,1,1,0,0,0,0,0,13.39112449,52.58376213,2,0.5,16 to 20
6,6400838.0,11,12,4,3,8,1,0,0,1,0,0,0,0,0,13.22817523,52.43906894,1,0.0,12 to 16
9,9401534.0,11,14,2,3,2,2,0,0,1,0,0,0,0,0,13.58621862,52.4408712,1,0.0,12 to 16
8,8100419.0,11,12,1,2,5,3,0,0,1,0,1,0,0,0,13.4488269,52.48503376,2,0.0,12 to 16
10,10400938.0,11,13,7,3,5,3,0,0,1,0,0,0,0,0,13.61645582,52.51928469,1,0.0,12 to 16
3,3501037.0,11,8,5,2,4,6,0,1,0,0,0,0,0,0,13.4684348,52.55798637,1,1.0,08 to 12
1,1100308.0,11,8,3,3,5,2,0,1,1,0,0,0,0,0,13.38313275,52.53060205,2,0.5,08 to 12
10,10100312.0,11,14,6,3,5,2,0,1,1,0,0,0,0,0,13.54012811,52.52566462,2,0.5,12 to 16
5,5100316.0,11,15,1,3,3,6,0,0,1,0,1,0,0,0,13.20411742,52.54038291,2,0.0,12 to 16
10,10200629.0,11,19,7,3,5,2,2,0,1,0,0,0,0,0,13.58379681,52.52426662,1,0.0,16 to 20
8,8100206.0,11,11,5,3,6,4,0,1,0,1,0,0,0,0,13.42755384,52.48112023,2,0.5,08 to 12
12,12200412.0,11,17,3,3,5,2,2,1,0,0,0,0,0,0,13.29180512,52.58035598,1,1.0,16 to 20
10,10100312.0,11,15,6,2,5,7,0,0,1,0,0,0,1,0,13.55044785,52.53353438,2,0.0,12 to 16
7,7300618.0,10,0,7,3,0,1,2,1,0,0,0,0,0,1,13.34349983,52.47209299,1,1.0,00 to 04
9,9200716.0,11,7,3,3,3,6,1,1,0,0,0,0,1,1,13.54610511,52.43718597,2,0.5,04 to 08
8,8200726.0,11,10,2,3,0,4,0,0,0,1,1,0,0,1,13.43851465,52.45216398,2,0.0,08 to 12
5,5200423.0,11,4,7,2,1,1,2,0,1,0,0,0,0,1,13.15989854,52.53324071,1,0.0,04 to 08
7,7200308.0,11,15,5,3,6,4,0,1,0,1,0,0,0,0,13.33999318,52.48338592,2,0.5,12 to 16
10,10400940.0,11,16,2,3,5,2,2,0,1,0,0,0,1,0,13.60704748,52.49011029,2,0.0,16 to 20
9,9501939.0,11,14,6,3,4,6,0,1,0,0,0,0,0,0,13.57461452,52.45308663,1,1.0,12 to 16
11,11400930.0,11,9,3,3,2,2,0,1,1,0,0,0,0,0,13.51147792,52.50433678,2,0.5,08 to 12
9,9501737.0,10,10,7,3,2,7,0,0,1,0,0,0,0,1,13.62500967,52.45333069,1,0.0,08 to 12
4,4400728.0,11,11,7,2,2,2,0,0,1,0,0,0,0,0,13.28096969,52.47683055,1,0.0,08 to 12
5,5200423.0,10,12,7,3,0,7,0,0,1,0,0,0,0,1,13.1513855,52.5328077,1,0.0,12 to 16
1,1200517.0,11,19,4,3,5,2,2,1,1,0,0,0,0,0,13.32837189,52.53293613,2,0.5,16 to 20
11,11401135.0,11,11,2,3,5,3,0,1,1,0,0,0,0,1,13.50920747,52.49139041,2,0.5,08 to 12
4,4300619.0,11,10,6,3,5,2,0,1,1,0,0,0,0,1,13.31209148,52.51557918,2,0.5,08 to 12
5,5100316.0,10,12,7,3,4,6,0,1,0,0,0,0,1,1,13.19615554,52.53731223,2,0.5,12 to 16
8,8401242.0,11,12,3,3,5,3,0,1,1,0,0,0,0,0,13.48820269,52.41926367,2,0.5,12 to 16
10,10200422.0,11,22,6,2,5,2,2,1,1,0,0,0,0,0,13.60351929,52.54410964,2,0.5,20 to 24
11,11400929.0,11,19,4,3,2,2,2,0,1,0,1,0,0,0,13.49303585,52.50097775,2,0.0,16 to 20
10,10300731.0,11,13,2,3,5,3,0,0,1,0,0,0,0,1,13.55086305,52.52342067,1,0.0,12 to 16
4,4200310.0,11,9,2,3,3,2,0,0,1,0,1,0,0,0,13.27285124,52.50879842,2,0.0,08 to 12
4,4400727.0,10,11,7,3,1,7,0,0,1,0,0,0,1,1,13.28212643,52.47769621,2,0.0,08 to 12
12,12100101.0,11,9,3,3,5,3,0,0,1,0,0,0,0,0,13.36456043,52.5626953,1,0.0,08 to 12
7,7100102.0,11,12,7,3,6,4,0,0,1,1,0,0,0,0,13.34804171,52.50065851,2,0.0,12 to 16
12,12500926.0,11,14,5,2,5,2,0,0,1,0,1,0,0,0,13.33431041,52.58970383,2,0.0,12 to 16
4,4200308.0,11,14,2,3,2,2,0,0,0,0,1,0,1,0,13.28032503,52.51853525,2,0.0,12 to 16
9,9301025.0,11,8,5,3,0,7,0,1,0,0,0,0,0,0,13.57470992,52.39795843,1,1.0,08 to 12
5,5200423.0,11,9,3,3,6,2,0,0,1,1,0,0,0,0,13.15780235,52.53315654,2,0.0,08 to 12
1,1200628.0,11,10,7,3,0,6,0,0,1,0,0,0,1,0,13.36935397,52.52632246,2,0.0,08 to 12
4,4200311.0,10,12,7,3,3,2,0,0,1,0,1,0,0,1,13.27993657,52.50615941,2,0.0,12 to 16
7,7400826.0,11,15,4,3,4,6,0,0,1,0,0,0,0,0,13.35986667,52.45444868,1,0.0,12 to 16
9,9200819.0,11,6,2,3,0,7,2,1,1,0,0,0,0,1,13.56766528,52.44500779,2,0.5,04 to 08
12,12200309.0,11,8,6,3,0,2,0,0,1,0,0,0,1,0,13.33045435,52.56257311,2,0.0,08 to 12
3,3601243.0,10,12,7,3,5,7,0,0,1,0,0,0,0,1,13.41712155,52.5498638,1,0.0,12 to 16
5,5100105.0,11,12,3,3,6,7,0,0,1,1,0,0,0,0,13.19242873,52.5566832,2,0.0,12 to 16
9,9401329.0,11,12,6,3,0,2,0,0,1,0,1,0,0,0,13.58735465,52.43905266,2,0.0,12 to 16
2,2400522.0,11,14,4,3,2,6,0,1,0,0,0,0,0,0,13.44271166,52.52498324,1,1.0,12 to 16
7,7601442.0,11,7,5,3,6,4,1,0,1,1,0,0,0,0,13.40633967,52.4043977,2,0.0,04 to 08
1,1200628.0,11,13,3,3,5,7,0,1,1,0,0,0,0,0,13.35702034,52.51965127,2,0.5,12 to 16
3,3300412.0,11,14,6,3,5,3,0,1,1,0,0,0,0,0,13.47921409,52.61944576,2,0.5,12 to 16
2,2400521.0,10,13,7,2,5,3,0,1,0,0,0,0,0,1,13.43804294,52.52029657,1,1.0,12 to 16
2,2400521.0,11,16,5,2,5,2,2,1,0,0,0,0,0,0,13.4333158,52.52309726,1,1.0,16 to 20
9,9501838.0,11,14,3,3,1,5,0,1,1,0,0,0,0,0,13.70769752,52.43531774,2,0.5,12 to 16
6,6100103.0,11,18,6,3,5,3,1,0,1,0,0,0,0,0,13.32315542,52.46462111,1,0.0,16 to 20
1,1100415.0,10,13,7,3,0,1,0,1,0,0,0,0,0,1,13.39901035,52.53242608,1,1.0,12 to 16
1,1100414.0,11,9,4,2,2,6,0,0,1,0,0,0,0,0,13.3853997,52.53250779,1,0.0,08 to 12
5,5200528.0,11,22,1,3,2,6,2,0,1,0,1,0,0,0,13.18257105,52.51247505,2,0.0,20 to 24
7,7400927.0,11,10,5,3,5,3,0,0,0,0,0,0,1,0,13.40670039,52.45643507,1,0.0,08 to 12
12,12200310.0,10,14,7,3,0,7,0,0,1,0,1,0,0,1,13.30807265,52.57321517,2,0.0,12 to 16
11,11401137.0,11,15,3,3,5,2,1,1,1,0,0,0,0,0,13.52475974,52.49528656,2,0.5,12 to 16
5,5200420.0,11,7,6,3,5,3,0,0,1,0,0,0,0,1,13.16514518,52.53344254,1,0.0,04 to 08
5,5300840.0,11,13,4,3,3,6,0,0,1,0,1,0,0,0,13.24861807,52.53820364,2,0.0,12 to 16
7,7501030.0,11,13,2,3,5,3,0,1,1,0,0,0,0,1,13.37963974,52.45156808,2,0.5,12 to 16
8,8200831.0,11,0,1,3,1,5,2,0,1,0,0,0,0,0,13.42021562,52.41287025,1,0.0,00 to 04
1,1200626.0,11,13,5,3,0,2,0,1,0,0,1,0,0,0,13.34908855,52.52335233,2,0.5,12 to 16
3,3300517.0,11,15,3,3,2,2,0,0,1,0,0,0,0,0,13.46535514,52.56717002,1,0.0,12 to 16
9,9301126.0,11,15,6,2,5,3,0,0,1,0,1,0,0,0,13.57962028,52.41847077,2,0.0,12 to 16
6,6200422.0,10,10,7,3,5,3,0,0,1,0,0,0,0,1,13.33480735,52.42096254,1,0.0,08 to 12
12,12500825.0,11,10,3,3,0,1,0,0,0,0,1,0,0,0,13.30148264,52.5805209,1,0.0,08 to 12
3,3300514.0,11,10,2,3,2,6,0,0,1,0,0,1,0,1,13.4591077,52.59343271,2,0.0,08 to 12
4,4100102.0,11,7,7,3,1,5,0,0,0,0,0,1,1,1,13.29814719,52.53495259,2,0.0,04 to 08
1,1100206.0,11,18,5,3,6,6,2,1,0,1,0,0,0,0,13.38809192,52.52132283,2,0.5,16 to 20
6,6400737.0,11,17,2,3,5,2,1,1,1,0,0,0,0,0,13.22394966,52.42969706,2,0.5,16 to 20
3,3601243.0,11,7,4,3,5,3,0,1,1,0,0,0,0,0,13.41843783,52.55355051,2,0.5,04 to 08
2,2200209.0,11,10,2,3,2,6,0,0,1,0,0,0,1,1,13.37665965,52.48801242,2,0.0,08 to 12
1,1401049.0,11,23,7,3,1,5,2,1,1,0,0,0,0,0,13.36707768,52.55217556,2,0.5,20 to 24
4,4500937.0,11,15,5,3,1,5,0,0,1,0,0,0,0,0,13.28887543,52.49927916,1,0.0,12 to 16
11,11501341.0,11,2,2,3,4,6,2,0,1,0,0,0,0,0,13.52287549,52.47635881,1,0.0,00 to 04
1,1100207.0,11,18,6,3,2,3,2,1,1,0,0,0,0,0,13.40114142,52.51132644,2,0.5,16 to 20
10,10200629.0,11,11,4,3,6,4,0,0,1,1,0,0,0,0,13.581978,52.51422262,2,0.0,08 to 12
1,1100205.0,11,14,1,3,5,2,0,1,1,0,0,0,0,0,13.3842378,52.50991836,2,0.5,12 to 16
11,11501340.0,11,15,7,3,5,3,0,0,1,0,0,0,0,1,13.5302348,52.48663043,1,0.0,12 to 16
5,5200528.0,11,15,5,2,0,7,1,1,0,0,0,0,0,1,13.1671068,52.51915202,1,1.0,12 to 16
